9.00000000e+02 1.4368647302830098e+01 1.3546965873887901e+01 1.4828026232936756e+01 1.3947395235813445e+01 1.4789899369846751e+01 1.3445276480985324e+01 1.4991930790010482e+01 8.00000000e+01 9.8659893324882930e-01 
9.80000000e+02 9.1973575993208687e+00 8.6708172557237262e+00 9.5153892055017355e+00 8.8921085588340851e+00 9.5026066398076523e+00 8.5887348013963258e+00 9.6381762459864611e+00 8.00000000e+01 9.8574446206894861e-01 
1.06000000e+03 6.0465812323685659e+00 5.6908867541527570e+00 6.2502259881959015e+00 5.8222294821650697e+00 6.2709329825720621e+00 5.6260431607833779e+00 6.3495744573676527e+00 8.00000000e+01 9.8464617982583991e-01 
1.16000000e+03 5.5566224926508916e+00 5.2154641061117175e+00 5.7601367019571192e+00 5.3391826953555963e+00 5.7740622899461869e+00 5.1520621014188386e+00 5.8544447531307924e+00 1.20000000e+02 9.8339781677770677e-01 
1.28000000e+03 3.1743433647549941e+00 2.9684021873862854e+00 3.3125422979470587e+00 3.0372822930984640e+00 3.3114044364115243e+00 2.9269620681708619e+00 3.3689832437599430e+00 1.20000000e+02 9.8239018234612185e-01 
1.40000000e+03 1.8734913062358538e+00 1.7445476767763164e+00 1.9645748582087190e+00 1.7830827530475897e+00 1.9638998594241179e+00 1.7160106214907280e+00 2.0018264920953399e+00 1.20000000e+02 9.8127595600126427e-01 
1.52000000e+03 1.1225800646249695e+00 1.0483545745435769e+00 1.1716272450828336e+00 1.0615021904164816e+00 1.1836579388334574e+00 1.0264555095120809e+00 1.2009135353044571e+00 1.20000000e+02 9.8003136629673682e-01 
1.64000000e+03 6.9696068192938343e-01 6.4721069425989963e-01 7.3179263545624751e-01 6.5376004238191932e-01 7.4016132147684754e-01 6.3107171069425405e-01 7.5245446756171830e-01 1.20000000e+02 9.7987871022323303e-01 
1.80000000e+03 6.4256442723800300e-01 5.9580289115557772e-01 6.7739455710602403e-01 5.9764433516092097e-01 6.8748451931508503e-01 5.7772265112875776e-01 6.9940589642060536e-01 2.00000000e+02 9.7875667751746809e-01 
2.00000000e+03 3.0992539088978455e-01 2.8826633517505723e-01 3.2388675758480306e-01 2.8498336238358690e-01 3.3486741939598219e-01 2.7689177951504024e-01 3.3850903212033367e-01 2.00000000e+02 9.7711068770246512e-01 
2.20000000e+03 1.5862992129522502e-01 1.4646740148904583e-01 1.6739520189936782e-01 1.4401268984521454e-01 1.7324715274523556e-01 1.3961439229130623e-01 1.7567379407498196e-01 2.00000000e+02 9.7808275519707322e-01 
2.40000000e+03 8.4960097748551455e-02 7.7796086188426178e-02 9.0844108725844322e-02 7.6059826390564231e-02 9.3860369106538652e-02 7.3534779727620209e-02 9.5629512700961455e-02 2.00000000e+02 9.7760832757195715e-01 
2.75000000e+03 7.7800084446775941e-02 7.1777614389718220e-02 8.1547676558100551e-02 6.8268672720280629e-02 8.7331496173271198e-02 6.6525424581035900e-02 8.8041776500964730e-02 5.00000000e+02 9.7794721919974181e-01 
3.25000000e+03 1.9446655292373771e-02 1.7692513784580744e-02 2.0936066641774376e-02 1.6314556025292186e-02 2.2578754559455350e-02 1.5856800386083631e-02 2.2914852516664266e-02 5.00000000e+02 9.8288463068875698e-01 
3.75000000e+03 5.0617555083097027e-03 4.6334572878951319e-03 5.4144881897232999e-03 3.9767956031898409e-03 6.1467154134295715e-03 3.8953176139801381e-03 6.2026141061450966e-03 5.00000000e+02 9.8829646383364789e-01 
4.50000000e+03 1.9682315760219909e-03 1.7299932392604736e-03 2.3292330870807757e-03 1.4053014279436285e-03 2.5311617241003531e-03 1.3569641576865940e-03 2.6369710190057684e-03 1.00000000e+03 1.0029407926194187e+00 
5.50000000e+03 1.6793531831052821e-04 1.4684406770474850e-04 2.1718972579550173e-04 9.7383038979325531e-05 2.3848759764173117e-04 9.4297929906648397e-05 2.5397961373749945e-04 1.00000000e+03 1.0485783130786821e+00 
